shipment_id,submission_timestamp,hs_code,shc_code,origin_country,port_of_loading,importer_cr_id,is_aeo_certified,historical_avg_clearance_hours,fatoorah_validation_passed,weight_value_discrepancy,pre_arrival_filing_hours,ambient_temperature_celsius,visibility_meters,clearance_duration_hours,inspection_track
065-20672346,2025-09-11T18:00:00+03:00,040665864410,PER,NLD,AMS,1257035196,0,139.94,1,0.0638,-2.73,30.7,6137.0,102.65,RED
176-52851204,2025-07-18T10:00:00+03:00,851794847834,GEN,TWN,TPE,4874789875,1,60.69,1,0.0211,-38.74,31.6,5380.0,25.18,RED
065-29468002,2025-10-26T00:00:00+03:00,851780444786,VAL,TWN,TPE,2885454444,0,58.4,1,0.0133,22.12,23.4,1822.0,3.32,GREEN
160-71888469,2025-07-25T18:00:00+03:00,300442040505,COL,IND,BOM,2645158011,0,24.66,1,0.0753,34.02,17.6,5616.0,97.43,RED
065-52468154,2025-06-11T19:00:00+03:00,851735874369,VAL,TWN,TPE,4068741824,1,134.81,1,0.0292,23.12,19.3,2953.0,0.5,GREEN
176-50849315,2025-11-10T08:00:00+03:00,851777072817,GEN,TWN,TPE,2496518531,0,110.95,1,0.0574,-18.82,39.4,2944.0,95.3,RED
020-41203617,2025-10-29T11:00:00+03:00,851772403021,GEN,CHN,PVG,2186722484,0,7.28,1,0.0249,-7.04,25.8,9219.0,26.73,YELLOW
160-95418547,2025-03-07T19:00:00+03:00,851721723938,VAL,CHN,PVG,2967458679,0,160.03,1,0.0076,-44.47,46.8,1178.0,37.34,YELLOW
065-90499189,2025-07-30T10:00:00+03:00,851759016909,VAL,TWN,TPE,1638803339,0,40.07,0,0.0411,-36.66,21.2,2793.0,86.35,YELLOW
160-49483781,2025-09-14T05:00:00+03:00,851725191266,VAL,TWN,TPE,4906691638,1,118.12,1,0.0736,54.53,42.6,6104.0,0.65,GREEN
020-71017146,2025-07-31T15:00:00+03:00,851711992774,VAL,TWN,TPE,2961828677,1,58.1,1,0.0724,51.8,29.4,8508.0,102.44,RED
065-57187000,2025-07-14T14:00:00+03:00,851736060171,GEN,TWN,TPE,4477538584,0,147.69,1,0.0187,58.55,14.1,8957.0,1.58,GREEN
160-37354743,2025-07-19T21:00:00+03:00,851722608673,GEN,TWN,TPE,2012309964,0,53.62,1,0.0254,6.1,14.9,7307.0,0.5,GREEN
176-85795492,2025-05-26T00:00:00+03:00,851781811680,GEN,TWN,TPE,4818339557,0,152.59,1,0.0428,-17.67,19.3,4337.0,28.3,RED
176-59991353,2025-11-30T13:00:00+03:00,300491309718,COL,DEU,FRA,2586779574,0,77.75,1,0.0792,7.58,41.9,9750.0,101.28,RED
020-12249503,2025-08-25T17:00:00+03:00,851759294122,GEN,TWN,TPE,4649307494,0,156.83,1,0.0689,69.43,48.5,4364.0,94.07,RED
020-74551037,2025-08-14T00:00:00+03:00,851741433664,VAL,CHN,PVG,4661009217,0,37.48,1,0.0729,-13.77,24.2,505.0,105.72,RED
020-95997268,2025-08-09T23:00:00+03:00,300490833386,COL,DEU,FRA,1690482932,0,139.49,0,0.0366,-23.73,32.3,7912.0,94.89,YELLOW
065-79492412,2025-03-15T03:00:00+03:00,851793439688,GEN,CHN,PVG,4488876700,1,109.9,1,0.0858,-18.92,43.2,1934.0,83.62,RED
020-77897323,2025-09-17T21:00:00+03:00,851783493332,VAL,TWN,TPE,4519262439,0,3.95,1,0.0828,25.79,45.6,2382.0,108.54,RED
065-47572204,2025-08-05T13:00:00+03:00,851745991288,VAL,TWN,TPE,4393995176,0,63.25,1,0.0171,35.01,28.8,4798.0,1.16,GREEN
160-33166003,2025-07-28T14:00:00+03:00,851711936933,GEN,CHN,PVG,2312439364,1,81.16,1,0.0373,-18.59,41.2,8631.0,25.44,YELLOW
176-15237588,2025-05-20T13:00:00+03:00,300467909166,CRT,IND,BOM,1462862661,0,51.76,1,0.0749,41.64,21.9,6566.0,87.27,RED
160-59653679,2025-09-30T18:00:00+03:00,851774967828,GEN,TWN,TPE,1084424934,0,2.81,1,0.0616,12.4,36.3,8557.0,94.0,RED
176-76058062,2025-05-08T13:00:00+03:00,300456467750,COL,IND,BOM,1763205216,0,85.74,1,0.0753,-29.77,23.9,6270.0,98.82,RED
020-19533853,2025-08-24T04:00:00+03:00,300493975345,COL,DEU,FRA,4360822209,0,90.23,1,0.0639,41.55,39.2,1241.0,109.46,RED
160-76173243,2025-06-20T23:00:00+03:00,300427759652,CRT,IND,BOM,4811027186,0,102.61,1,0.0373,68.07,14.8,658.0,12.31,GREEN
160-12447505,2025-09-21T22:00:00+03:00,300437173969,COL,DEU,FRA,2807197858,1,165.99,1,0.0184,-4.13,20.4,7917.0,24.64,YELLOW
020-67096155,2025-09-27T09:00:00+03:00,060280102822,PER,FRA,CDG,2835713716,0,141.39,1,0.0507,-31.52,39.1,7685.0,90.82,RED
160-29155148,2025-05-28T14:00:00+03:00,851744993008,GEN,TWN,TPE,1922306335,0,150.93,0,0.0369,-12.18,26.2,8542.0,74.06,YELLOW
065-53632618,2025-09-02T01:00:00+03:00,851746648143,GEN,TWN,TPE,2992524286,0,2.41,0,0.015,-13.76,41.4,3118.0,92.06,RED
176-23955529,2025-09-13T00:00:00+03:00,300498482958,COL,IND,BOM,2733977073,1,28.29,1,0.0405,70.69,19.9,7190.0,1.53,GREEN
020-19890478,2025-03-27T14:00:00+03:00,040621782785,COL,NLD,AMS,1483276568,0,162.39,1,0.0584,1.87,12.7,1812.0,91.33,RED
065-14637926,2025-10-01T07:00:00+03:00,300439750915,CRT,DEU,FRA,4340287014,0,135.01,1,0.0718,14.78,40.3,7684.0,98.72,RED
065-69768445,2025-10-19T22:00:00+03:00,851780205024,GEN,TWN,TPE,1722250564,0,66.15,1,0.0215,15.97,17.2,1918.0,1.33,GREEN
020-49838987,2025-04-21T00:00:00+03:00,060294033966,COL,FRA,CDG,2356130329,1,155.77,1,0.0805,20.88,27.4,4828.0,94.61,RED
160-41974321,2025-11-17T10:00:00+03:00,851796389244,VAL,CHN,PVG,1474410323,0,132.21,1,0.0325,69.75,37.6,9601.0,2.83,GREEN
176-78115813,2025-08-02T09:00:00+03:00,851793299892,GEN,CHN,PVG,4160073321,1,117.63,1,0.0252,-36.81,41.4,2565.0,28.44,RED
065-14055528,2025-11-26T19:00:00+03:00,851729613786,GEN,TWN,TPE,4330542762,0,120.38,1,0.0331,31.1,21.4,5900.0,1.8,GREEN
160-68535975,2025-08-10T22:00:00+03:00,851714423553,VAL,TWN,TPE,1162228556,1,147.4,1,0.0744,46.37,44.5,7993.0,94.93,RED
020-89100178,2025-08-24T21:00:00+03:00,851731804856,GEN,CHN,PVG,2405987573,0,44.99,1,0.0646,27.32,29.9,5510.0,89.54,RED
020-18676950,2025-05-04T13:00:00+03:00,040621960211,PER,NLD,AMS,1607665323,1,167.99,1,0.0513,5.68,20.6,718.0,104.32,RED
176-14782831,2025-10-12T23:00:00+03:00,300487048462,CRT,DEU,FRA,2288993686,1,165.72,1,0.0381,20.47,34.3,2982.0,1.19,GREEN
020-46340067,2025-10-22T20:00:00+03:00,060246309368,PER,FRA,CDG,4163606137,1,48.42,1,0.0798,48.65,21.9,9093.0,0.86,GREEN
176-58171699,2025-08-20T17:00:00+03:00,300437059659,COL,DEU,FRA,4303764223,1,147.81,1,0.0082,21.95,48.5,2154.0,2.71,GREEN
020-90586319,2025-05-02T17:00:00+03:00,851720386940,GEN,TWN,TPE,4828299578,1,37.24,1,0.015,1.84,19.1,8227.0,1.94,GREEN
020-46686924,2025-11-30T22:00:00+03:00,300467752580,CRT,DEU,FRA,2517104158,1,86.66,1,0.0063,2.94,23.2,5723.0,0.5,GREEN
065-87412406,2025-09-01T14:00:00+03:00,040685475468,PER,FRA,CDG,2643970190,0,91.89,1,0.0346,-21.26,34.6,5582.0,24.36,YELLOW
160-24048736,2025-04-27T07:00:00+03:00,851746386228,VAL,TWN,TPE,2051507902,0,18.76,0,0.0775,21.47,31.2,9651.0,97.04,RED
065-76065546,2025-03-28T19:00:00+03:00,040659229704,COL,NLD,AMS,2144546312,0,8.73,1,0.0982,-39.41,49.2,2321.0,146.19,RED
176-91408229,2025-10-27T08:00:00+03:00,851722779308,VAL,CHN,PVG,2033618296,0,135.85,1,0.0887,15.46,22.1,8394.0,99.66,RED
065-72844225,2025-06-07T22:00:00+03:00,851770865112,VAL,TWN,TPE,2298766711,0,126.58,1,0.0292,-8.86,20.7,513.0,37.29,RED
020-86263490,2025-08-18T10:00:00+03:00,851799947378,VAL,CHN,PVG,1323066216,1,24.76,1,0.0678,9.32,33.6,7456.0,104.72,RED
020-18090721,2025-04-12T07:00:00+03:00,851742537031,GEN,TWN,TPE,4839743915,0,142.77,1,0.0324,15.88,46.3,3353.0,2.13,GREEN
160-42446577,2025-03-14T23:00:00+03:00,851779060808,GEN,TWN,TPE,2789586450,1,77.34,1,0.0215,-0.83,15.8,3076.0,26.56,YELLOW
176-68023831,2025-09-15T09:00:00+03:00,851719052301,GEN,CHN,PVG,4312490839,0,19.57,1,0.0037,51.68,30.6,8630.0,2.58,GREEN
020-21573207,2025-03-04T08:00:00+03:00,851714143352,GEN,TWN,TPE,1976772486,0,3.46,1,0.032,-24.39,46.9,2184.0,26.32,YELLOW
160-48720524,2025-05-28T22:00:00+03:00,300415400471,COL,IND,BOM,2270956229,1,141.88,1,0.023,60.5,47.0,2394.0,2.72,GREEN
160-75527701,2025-05-14T23:00:00+03:00,040644037370,COL,NLD,AMS,4270112904,0,50.67,1,0.0104,71.69,18.0,835.0,14.12,GREEN
020-51985682,2025-03-11T17:00:00+03:00,851750163608,GEN,TWN,TPE,1635556596,0,46.84,1,0.0995,68.55,15.4,2467.0,95.75,RED
020-85921332,2025-09-28T22:00:00+03:00,060219095661,COL,FRA,CDG,4876510684,0,142.39,1,0.0031,56.49,16.7,5603.0,2.37,GREEN
176-87589725,2025-03-08T16:00:00+03:00,040635938952,COL,FRA,CDG,2290649287,0,2.59,1,0.0672,46.59,24.6,9883.0,109.63,RED
160-31292454,2025-10-29T03:00:00+03:00,851761577975,VAL,CHN,PVG,1482603415,1,124.76,1,0.057,55.53,36.3,1014.0,101.53,RED
160-37043311,2025-03-06T02:00:00+03:00,300485505847,CRT,IND,BOM,1300041527,0,106.91,1,0.0307,-30.62,27.9,695.0,37.81,YELLOW
160-66627414,2025-09-12T20:00:00+03:00,300436198826,COL,DEU,FRA,1852500340,0,143.65,1,0.0677,38.01,46.1,3773.0,140.88,RED
176-13921039,2025-09-25T07:00:00+03:00,851768449100,VAL,CHN,PVG,2721944448,1,11.76,1,0.0567,5.55,23.7,1009.0,117.85,RED
160-78389353,2025-07-25T10:00:00+03:00,851726238549,GEN,CHN,PVG,1363675631,0,76.19,1,0.0528,35.12,40.0,2937.0,87.78,RED
065-91679238,2025-10-21T17:00:00+03:00,300433125030,COL,IND,BOM,1233102562,0,36.66,1,0.0958,-11.18,35.7,2436.0,91.17,RED
065-19511251,2025-11-09T05:00:00+03:00,851749755678,GEN,TWN,TPE,4862148125,1,89.11,1,0.0517,-25.97,18.0,4094.0,92.17,RED
160-54048495,2025-04-28T02:00:00+03:00,040674270236,PER,NLD,AMS,2861005881,0,94.33,1,0.0821,18.39,48.9,8939.0,137.03,RED
065-11995853,2025-06-07T00:00:00+03:00,851725066957,VAL,CHN,PVG,1037187042,1,97.97,1,0.0524,-20.87,43.6,7727.0,94.23,RED
065-98412245,2025-07-13T03:00:00+03:00,300413983913,CRT,DEU,FRA,4251624108,0,115.64,1,0.0859,62.16,39.6,7782.0,101.39,RED
176-94267368,2025-04-24T12:00:00+03:00,300436579874,CRT,DEU,FRA,4968499473,0,52.58,1,0.0249,-45.06,31.7,3286.0,23.4,RED
160-52795491,2025-11-04T09:00:00+03:00,300469651944,COL,IND,BOM,1922127369,1,6.98,0,0.0702,11.65,25.8,6657.0,92.51,RED
176-69978201,2025-08-12T08:00:00+03:00,300450816554,COL,DEU,FRA,1849416052,0,45.7,0,0.0149,-35.18,42.6,4899.0,81.73,RED
160-74643952,2025-05-20T21:00:00+03:00,300434236355,COL,DEU,FRA,4923188800,0,52.31,1,0.0552,49.17,21.5,6032.0,89.95,RED
020-62743198,2025-11-22T21:00:00+03:00,851769125820,VAL,CHN,PVG,4371403554,0,77.34,1,0.0917,-4.41,25.3,3745.0,96.1,RED
065-43070439,2025-10-24T05:00:00+03:00,060284229522,PER,FRA,CDG,2880188062,0,26.26,0,0.0037,-46.48,14.9,6663.0,75.22,RED
176-79639450,2025-03-21T10:00:00+03:00,300419696809,COL,IND,BOM,2588319052,1,120.54,1,0.0244,68.67,16.2,2478.0,0.52,GREEN
176-28832264,2025-04-13T22:00:00+03:00,300437345387,CRT,DEU,FRA,4629765347,0,61.82,1,0.099,36.87,17.3,7859.0,106.69,RED
020-68842059,2025-03-30T05:00:00+03:00,040660972348,COL,FRA,CDG,2716477020,0,64.46,1,0.0963,-34.92,22.6,9175.0,96.84,RED
020-66495323,2025-07-01T06:00:00+03:00,851780667358,GEN,CHN,PVG,2129048300,1,57.18,1,0.0192,36.81,43.3,4151.0,1.67,GREEN
065-57166735,2025-10-11T11:00:00+03:00,300432786018,CRT,DEU,FRA,4105953367,0,82.43,1,0.0344,-11.75,19.4,5304.0,25.66,YELLOW
065-57395182,2025-11-12T11:00:00+03:00,300448779944,COL,IND,BOM,4542617506,0,12.46,1,0.0991,-2.27,21.6,5638.0,95.51,RED
160-58309772,2025-10-08T06:00:00+03:00,851762843715,VAL,TWN,TPE,1942742851,1,144.73,1,0.0621,-3.7,16.2,4618.0,97.58,RED
160-38809165,2025-10-16T23:00:00+03:00,300492057388,CRT,DEU,FRA,2509832969,1,122.41,1,0.024,-31.6,32.1,525.0,39.05,YELLOW
020-94636219,2025-10-22T16:00:00+03:00,300419304113,COL,DEU,FRA,1891169763,1,7.37,1,0.0664,64.4,23.4,5024.0,101.11,RED
065-91052494,2025-11-07T13:00:00+03:00,060241125000,PER,NLD,AMS,2058099727,1,145.13,1,0.056,63.94,37.6,412.0,12.66,GREEN
065-97015099,2025-11-15T18:00:00+03:00,851717163634,GEN,CHN,PVG,2925505143,0,126.18,1,0.069,31.89,16.2,9062.0,91.96,RED
020-86458888,2025-09-12T15:00:00+03:00,851751100593,GEN,TWN,TPE,1742021884,0,138.18,0,0.0534,-9.66,28.0,2139.0,136.43,RED
020-68458999,2025-11-02T01:00:00+03:00,060228044796,PER,NLD,AMS,4043714176,0,93.95,1,0.0962,16.59,22.7,6263.0,99.76,RED
176-56524284,2025-11-24T12:00:00+03:00,300439498220,COL,IND,BOM,2760118640,0,139.5,0,0.0977,57.89,22.1,5455.0,94.88,RED
020-29028331,2025-04-17T06:00:00+03:00,851730393776,VAL,TWN,TPE,1785139797,0,59.09,0,0.0286,-43.97,13.6,7647.0,64.59,YELLOW
176-39107487,2025-03-04T07:00:00+03:00,040636385499,COL,NLD,AMS,2722835788,0,149.82,1,0.0538,-9.53,17.2,8397.0,102.56,RED
160-50783829,2025-04-04T19:00:00+03:00,040693491304,PER,FRA,CDG,1104778345,0,152.77,1,0.0347,-43.99,15.6,5947.0,31.04,RED
020-58949400,2025-03-28T03:00:00+03:00,040633397530,PER,FRA,CDG,4600571219,0,12.75,1,0.0032,43.4,30.8,6679.0,2.45,GREEN
020-72787752,2025-11-30T00:00:00+03:00,040631087107,COL,NLD,AMS,4895233511,1,70.19,1,0.0116,-20.5,38.9,1303.0,44.1,RED
020-59384556,2025-03-18T08:00:00+03:00,300499801496,CRT,IND,BOM,4235131852,0,65.17,1,0.0526,66.04,26.7,5896.0,104.48,RED
176-72835583,2025-10-18T22:00:00+03:00,300472987414,CRT,IND,BOM,4427753264,1,152.41,1,0.0421,-41.24,15.8,9892.0,18.48,RED
020-64302755,2025-11-12T17:00:00+03:00,300429769861,COL,IND,BOM,4786617622,1,136.01,1,0.0694,55.73,15.2,7023.0,88.77,RED
020-64024915,2025-10-02T13:00:00+03:00,300446118868,COL,DEU,FRA,4222629863,0,74.37,1,0.0424,42.27,32.3,183.0,12.62,GREEN
065-52864480,2025-11-05T23:00:00+03:00,040655526696,PER,FRA,CDG,2270998320,0,109.42,1,0.0031,-25.87,41.9,9448.0,23.59,YELLOW
065-95474434,2025-08-01T08:00:00+03:00,851798879759,VAL,TWN,TPE,4907164016,0,125.0,1,0.0388,49.4,36.6,3892.0,0.5,GREEN
065-24194746,2025-08-09T02:00:00+03:00,851794907289,VAL,CHN,PVG,2085155544,0,41.87,1,0.0047,33.29,43.5,6707.0,0.63,GREEN
020-78578977,2025-04-01T01:00:00+03:00,060255321090,COL,NLD,AMS,2612806971,0,120.48,1,0.0696,1.12,37.3,1625.0,86.82,RED
065-98239877,2025-05-23T10:00:00+03:00,040657992518,COL,NLD,AMS,4521248660,1,140.51,1,0.0556,19.1,32.7,1860.0,89.93,RED
160-44295454,2025-03-10T23:00:00+03:00,300454170608,CRT,IND,BOM,2117946425,0,139.25,1,0.0863,-29.5,49.4,8855.0,89.62,RED
065-73628447,2025-06-29T13:00:00+03:00,300451117028,CRT,DEU,FRA,1001440146,0,143.11,1,0.0812,13.43,44.6,821.0,110.11,RED
020-46883241,2025-05-21T00:00:00+03:00,300486711437,CRT,IND,BOM,1982514672,0,121.96,1,0.0642,14.76,23.6,3810.0,94.71,RED
065-16917944,2025-11-29T09:00:00+03:00,040628837829,PER,NLD,AMS,4864602722,1,137.24,1,0.087,-18.05,14.8,6696.0,98.09,RED
065-52101064,2025-04-05T15:00:00+03:00,040699365434,PER,FRA,CDG,2115505932,0,148.82,1,0.0049,15.47,45.4,9030.0,3.0,GREEN
065-39436461,2025-07-25T11:00:00+03:00,300438970719,CRT,IND,BOM,4356312047,1,18.91,1,0.0123,28.28,16.5,2491.0,3.27,GREEN
160-40872943,2025-06-19T06:00:00+03:00,851716538605,GEN,TWN,TPE,2403979117,0,27.71,1,0.0044,66.78,38.6,6143.0,0.79,GREEN
160-21031514,2025-11-01T12:00:00+03:00,040660345945,PER,FRA,CDG,4539691472,0,135.75,1,0.0246,-14.2,17.2,1223.0,38.79,YELLOW
176-86063063,2025-10-31T11:00:00+03:00,300495736331,COL,DEU,FRA,1883362262,0,1.94,1,0.0341,51.21,35.8,1114.0,14.28,GREEN
020-26160689,2025-07-12T02:00:00+03:00,060217287724,PER,FRA,CDG,4673012803,0,80.33,1,0.048,14.54,47.9,2710.0,2.21,GREEN
160-71891194,2025-09-05T03:00:00+03:00,851779968831,VAL,CHN,PVG,2247779893,0,41.82,1,0.0177,50.55,39.8,3420.0,1.0,GREEN
160-99780387,2025-11-20T23:00:00+03:00,300497401369,CRT,IND,BOM,1590766792,0,103.15,1,0.0812,53.12,29.2,6536.0,91.96,RED
160-38594457,2025-09-17T04:00:00+03:00,300439991866,COL,IND,BOM,4549219255,0,147.85,1,0.0184,-16.94,12.9,9105.0,23.84,YELLOW
020-16732849,2025-06-17T06:00:00+03:00,851795156063,GEN,CHN,PVG,2006045688,0,100.51,1,0.0583,-15.9,46.3,4744.0,97.84,RED
176-17047297,2025-10-27T03:00:00+03:00,851717296191,GEN,CHN,PVG,2361465123,0,67.45,1,0.0561,-30.65,35.2,531.0,113.97,RED
020-57762283,2025-04-26T09:00:00+03:00,851775509606,VAL,TWN,TPE,2727426927,1,78.52,1,0.0505,34.26,49.2,8366.0,112.24,RED
065-60157830,2025-05-24T19:00:00+03:00,851711235457,GEN,TWN,TPE,4030074947,0,166.64,1,0.0947,38.5,26.0,1339.0,115.23,RED
176-79612879,2025-06-29T00:00:00+03:00,851778903489,GEN,TWN,TPE,1228374535,0,47.63,1,0.0486,66.67,19.2,9375.0,0.5,GREEN
065-86236080,2025-03-29T07:00:00+03:00,851759409882,GEN,CHN,PVG,1709617443,0,128.71,1,0.0585,-0.84,14.1,4236.0,95.89,RED
160-88735405,2025-03-21T06:00:00+03:00,040620685360,COL,FRA,CDG,1707250567,0,81.36,1,0.064,-31.99,39.2,2941.0,89.97,RED
020-91974519,2025-07-29T20:00:00+03:00,851796165968,GEN,CHN,PVG,1874039640,0,7.73,1,0.0622,3.88,26.8,8673.0,96.05,RED
065-12882268,2025-07-31T02:00:00+03:00,851715812177,GEN,CHN,PVG,2055004255,1,34.86,1,0.0721,16.89,13.7,5761.0,84.99,RED
176-67353428,2025-09-13T14:00:00+03:00,851770511484,VAL,CHN,PVG,1038770873,1,144.01,1,0.0759,63.14,36.9,4844.0,0.5,GREEN
065-66362393,2025-04-29T22:00:00+03:00,851797962162,VAL,TWN,TPE,1883856918,0,86.91,1,0.0889,54.75,20.3,9968.0,98.6,RED
065-46270071,2025-08-27T18:00:00+03:00,851737401618,GEN,TWN,TPE,4492508479,0,135.97,1,0.0071,-38.6,17.9,4188.0,28.36,YELLOW
160-32652881,2025-11-27T20:00:00+03:00,851760556636,GEN,TWN,TPE,1912613028,0,153.31,1,0.0773,-41.66,17.8,4446.0,99.13,RED
065-82615744,2025-11-15T14:00:00+03:00,851736019476,VAL,CHN,PVG,4254177594,0,141.27,0,0.0456,-35.53,37.0,4411.0,67.1,YELLOW
065-12475516,2025-05-01T20:00:00+03:00,851761387852,VAL,TWN,TPE,4778978732,1,25.42,0,0.0325,62.5,28.2,5350.0,17.26,YELLOW
160-63287629,2025-11-29T02:00:00+03:00,300428336747,CRT,IND,BOM,1245186411,1,22.79,1,0.0123,17.8,14.1,6411.0,0.85,GREEN
176-33769829,2025-03-29T18:00:00+03:00,060254380733,PER,NLD,AMS,1686702203,1,95.58,1,0.0858,-37.14,37.7,9244.0,94.97,RED
160-24198606,2025-11-11T05:00:00+03:00,851712201191,VAL,TWN,TPE,1054276221,0,87.71,0,0.0958,30.91,15.3,4174.0,118.9,RED
065-21658943,2025-04-12T04:00:00+03:00,851754352758,GEN,TWN,TPE,4479203783,0,22.23,1,0.046,-35.02,27.6,9852.0,20.87,RED
020-39848895,2025-09-06T06:00:00+03:00,851768289134,GEN,TWN,TPE,1695797514,0,72.02,1,0.0895,-15.12,42.8,4839.0,89.22,RED
160-49228259,2025-06-06T19:00:00+03:00,060257970586,PER,NLD,AMS,2969702225,1,36.44,1,0.0198,28.58,34.5,1377.0,13.94,GREEN
160-25198460,2025-11-28T23:00:00+03:00,040624731003,COL,NLD,AMS,1622643241,0,58.01,1,0.0754,-0.61,49.9,1783.0,133.66,RED
065-41009595,2025-08-02T12:00:00+03:00,060273729701,PER,FRA,CDG,2600256636,0,51.93,1,0.0719,-22.79,29.8,5701.0,91.11,RED
020-36534926,2025-09-03T06:00:00+03:00,851740653519,VAL,TWN,TPE,1837886482,0,38.49,1,0.0305,30.57,15.4,507.0,12.54,GREEN
176-36703274,2025-11-21T16:00:00+03:00,851779725998,GEN,TWN,TPE,2368449257,0,131.56,1,0.0325,55.14,31.6,7586.0,2.3,GREEN
020-65139884,2025-05-20T02:00:00+03:00,851790488249,GEN,TWN,TPE,1679460107,0,63.36,1,0.0497,-15.66,49.8,3694.0,24.8,RED
160-28333146,2025-03-27T13:00:00+03:00,060216820579,COL,FRA,CDG,1563106319,0,112.02,1,0.0239,66.83,41.8,893.0,13.73,GREEN
020-19023387,2025-10-31T10:00:00+03:00,060238711268,COL,NLD,AMS,1060718072,0,34.27,1,0.0764,-43.57,37.6,4099.0,88.44,RED
176-97798731,2025-07-04T08:00:00+03:00,851737685129,GEN,TWN,TPE,2120637929,0,112.08,1,0.0933,-39.96,27.8,7656.0,102.4,RED
020-83347689,2025-06-02T01:00:00+03:00,851778987844,VAL,CHN,PVG,4058743498,0,55.89,1,0.0697,64.99,49.3,2733.0,100.17,RED
020-73661474,2025-05-28T13:00:00+03:00,300477031527,COL,DEU,FRA,1005032444,0,119.83,1,0.0096,-32.61,29.8,8277.0,28.22,YELLOW
020-33646017,2025-10-20T08:00:00+03:00,851719884770,GEN,CHN,PVG,4875209007,0,117.42,1,0.0498,2.6,34.5,2409.0,1.45,GREEN
160-34491667,2025-07-23T01:00:00+03:00,300488026231,CRT,IND,BOM,2145473092,0,123.62,1,0.0379,-0.44,39.0,9747.0,11.04,RED
065-51111229,2025-08-26T17:00:00+03:00,851736641001,GEN,TWN,TPE,1614322561,0,142.89,1,0.0234,-29.07,22.8,2336.0,21.65,RED
065-32299092,2025-07-11T06:00:00+03:00,060294186068,COL,NLD,AMS,2527109614,0,87.73,1,0.035,70.62,42.4,3817.0,1.3,GREEN
020-16582107,2025-08-01T16:00:00+03:00,300458879371,COL,IND,BOM,1805427997,0,79.76,1,0.0019,1.65,43.8,8924.0,2.56,GREEN
160-67844148,2025-04-28T07:00:00+03:00,851721600437,VAL,TWN,TPE,2256805422,0,103.58,1,0.0333,2.32,40.3,9164.0,2.51,GREEN
160-26359397,2025-06-06T06:00:00+03:00,300467696612,CRT,DEU,FRA,2647149809,1,124.95,1,0.0961,-8.88,27.7,4084.0,107.01,RED
160-21268300,2025-05-02T17:00:00+03:00,040664486382,PER,FRA,CDG,4752347739,1,110.14,1,0.0727,-0.87,44.7,5561.0,150.66,RED
065-73206429,2025-10-30T10:00:00+03:00,040613585549,PER,FRA,CDG,1434153031,0,9.28,0,0.0501,49.79,28.7,2784.0,95.91,RED
160-24705595,2025-03-11T09:00:00+03:00,851711502354,GEN,TWN,TPE,1242845649,0,142.84,1,0.0827,-7.78,27.1,6790.0,101.61,RED
020-22112393,2025-10-08T16:00:00+03:00,851767980592,VAL,CHN,PVG,1777748181,1,114.51,1,0.0706,-3.71,15.9,3072.0,93.88,RED
065-64193772,2025-03-23T07:00:00+03:00,040695119269,PER,FRA,CDG,2907989695,0,135.35,1,0.0794,-46.35,48.9,1067.0,161.39,RED
160-16424213,2025-07-26T04:00:00+03:00,851740831747,GEN,CHN,PVG,1257552182,0,137.81,1,0.0947,-22.88,39.8,8688.0,87.79,RED
020-21440964,2025-11-24T11:00:00+03:00,851771137726,VAL,CHN,PVG,2584204507,0,11.97,1,0.0501,-41.16,27.8,3102.0,104.52,RED
065-14359306,2025-07-26T21:00:00+03:00,300419456020,COL,IND,BOM,2675867680,0,45.54,1,0.0745,-27.17,27.1,5059.0,97.19,RED
160-53203225,2025-10-03T18:00:00+03:00,851764478316,VAL,TWN,TPE,1892542365,0,59.88,1,0.0639,32.13,27.0,9221.0,101.9,RED
176-14844434,2025-03-20T01:00:00+03:00,060296159149,COL,FRA,CDG,4252240088,0,142.54,1,0.0847,66.43,37.3,1967.0,93.1,RED
020-93076509,2025-06-23T02:00:00+03:00,300479936351,COL,DEU,FRA,4612980066,0,13.38,1,0.0947,-23.08,33.0,4621.0,101.73,RED
176-95249961,2025-07-19T09:00:00+03:00,040697903700,PER,FRA,CDG,2488970926,1,69.5,1,0.0533,53.54,36.3,9648.0,1.28,GREEN
065-33813815,2025-10-15T11:00:00+03:00,851773902475,VAL,CHN,PVG,4726243528,0,150.93,1,0.0252,-17.82,20.7,7180.0,32.27,RED
160-91081096,2025-08-20T07:00:00+03:00,851740879935,GEN,CHN,PVG,4334201067,0,113.33,1,0.0949,-12.57,46.3,4167.0,101.68,RED
020-92432646,2025-08-02T00:00:00+03:00,040635467147,COL,FRA,CDG,2797280397,0,99.07,1,0.0862,-26.1,19.6,107.0,101.09,RED
020-57888913,2025-07-21T03:00:00+03:00,851744002563,GEN,TWN,TPE,2579763958,1,77.37,1,0.0429,14.71,39.4,2199.0,0.99,GREEN
020-31641352,2025-10-21T19:00:00+03:00,851787456138,GEN,TWN,TPE,4742349773,1,108.42,1,0.0604,54.65,35.7,2959.0,0.95,GREEN
176-59774981,2025-08-17T13:00:00+03:00,300486817889,COL,IND,BOM,4306736234,0,127.54,1,0.0394,25.59,13.8,7458.0,0.77,GREEN
160-95305541,2025-11-16T11:00:00+03:00,851735022867,GEN,CHN,PVG,2253985880,1,155.3,1,0.0755,-6.6,30.8,5783.0,86.47,RED
